"","state","county_name","county_crime_2016","inactivity_2016","median_house_income_2016","pop_2016","rural_2016","rec_resource_2016","county_crime_2018","inactivity_2018","median_house_income_2018","pop_2018","rural_2018","rec_resource_2018","county_crime_2020","inactivity_2020","median_house_income_2020","pop_2020","rural_2020","rec_resource_2020"
"1","US","United States",392.04093974,NA,53657,NA,NA,0.8392108682,379.85448908,0.23,57617,323127513,NA,0.8309343567,386.46489648,0.233,61937,327167434,0.1926902892,0.8416869169
"2","AL","Alabama",417.96887253,0.2931867296,42917,4849377,0.409631829,0.6280669058,436.02528817,0.29,46309,4863300,0.409631829,0.6281895067,479.91918191,0.298,49881,4887871,0.409631829,0.6111228737
"3","AL","Autauga County",253.64461706,0.287,54366,55395,0.4200216232,0.708214986,265.6997471,0.309,54487,55416,0.4200216232,0.7112019204,272.28222006,0.347,59338,55601,0.4200216232,0.6913012406
"4","AL","Baldwin County",220.66510634,0.252,49626,200111,0.4227909911,0.721685458,216.77307832,0.245,56460,208563,0.4227909911,0.6851891477,203.66039629,0.265,57588,218022,0.4227909911,0.7371354895
"5","AL","Barbour County",146.8885763,0.329,34971,26887,0.677896347,0.4526714499,328.65907099,0.306,32884,25965,0.677896347,0.5284262665,414.27786068,0.235,34382,24881,0.677896347,0.5316676986
"6","AL","Bibb County",235.95211046,0.332,39546,22506,0.6835260746,0.3283875191,147.29089953,0.375,43079,22643,0.6835260746,0.4859262492,89.349125982,0.335,46064,22400,0.6835260746,0.1625136374
"7","AL","Blount County",219.03434424,0.285,45567,57719,0.8995150204,0.2550853076,211.59883621,0.29,47213,57704,0.8995150204,0.3227207704,482.69061089,0.303,50412,57840,0.8995150204,0.1563448589
"8","AL","Bullock County",283.35085234,0.331,26580,10764,0.5137438153,0.231995602,302.28603816,0.298,34278,10362,0.5137438153,0.2219168041,311.0273327,0.246,29267,10138,0.5137438153,0.0250137438
"9","AL","Butler County",483.03787782,0.344,32512,20296,0.7123215735,0.4600658806,523.43993568,0.339,35409,19998,0.7123215735,0.4604000573,581.58400519,0.395,37365,19680,0.7123215735,0.4857974889
"10","AL","Calhoun County",504.5156397,0.336,41123,115916,0.3369682556,0.5928549742,574.32355552,0.325,41778,114611,0.3369682556,0.4821711703,756.06654427,0.317,45400,114277,0.3369682556,0.477212158
"11","AL","Chambers County",553.4591195,0.348,34116,34076,0.4914803449,0.611632325,526.85596989,0.326,39530,33843,0.4914803449,0.6320911881,528.99973623,0.301,39917,33615,0.4914803449,0.6186467923
"12","AL","Cherokee County",374.36913052,0.31,38013,26037,0.8573627304,0.3294855516,383.60074936,0.359,41456,25725,0.8573627304,0.3603062834,330.43879198,0.313,42132,26032,0.8573627304,0.3342952788
"13","AL","Chilton County",407.39699165,0.32,41450,43931,0.8674472424,0.3232820842,345.8396851,0.298,44188,43941,0.8674472424,0.4604403914,507.81072095,0.332,47547,44153,0.8674472424,0.4629379282
"14","AL","Choctaw County",110.93580515,0.338,35049,13323,1,0.2010967602,111.42494364,0.331,32691,12993,1,0.2736849701,128.41466262,0.362,39907,12841,1,0.2893426654
"15","AL","Clarke County",464.11856474,0.302,36620,24945,0.7598033523,0.381411373,439.42874263,0.294,34061,24392,0.7598033523,0.4808965277,475.31243598,0.346,40741,23920,0.7598033523,0.2527000348
"16","AL","Clay County",313.03017993,0.362,35940,13552,1,0.2126040769,352.20807369,0.316,38512,13492,1,0.4631065174,309.06721281,0.326,39201,13275,1,0.6378122308
"17","AL","Cleburne County",224.32785348,0.332,40418,15080,1,0.4015495592,149.92503748,0.322,43483,14924,1,0.4585893668,103.33333333,0.313,46495,14987,1,0.4148410366
"18","AL","Coffee County",363.90150134,0.294,46931,50909,0.4719508289,0.7079362537,321.1579928,0.298,48632,51226,0.4719508289,0.4463041563,276.20804419,0.308,55122,51909,0.4719508289,0.5372387283
"19","AL","Colbert County",372.90432044,0.297,43057,54543,0.4389468656,0.4425295804,449.58920009,0.309,46572,54216,0.4389468656,0.6450356434,400.00735646,0.366,49055,54762,0.4389468656,0.5573234365
"20","AL","Conecuh County",612.84375081,0.335,29101,12670,0.8094950106,0.0012851527,566.46131356,0.31,29758,12395,0.8094950106,0.3660417297,387.40920097,0.407,32613,12277,0.8094950106,0.3701995767
"21","AL","Coosa County",290.91692706,0.308,34679,10886,1,0.2448219083,205.84894946,0.296,36441,10581,1,0.1066816882,254.8321954,0.353,42423,10715,1,0.0642170032
"22","AL","Covington County",242.1817416,0.355,36149,37914,0.6965179399,0.5115053621,273.12985601,0.309,35010,37458,0.6965179399,0.6202568516,331.12142449,0.355,40203,36986,0.6965179399,0.5023434397
"23","AL","Crenshaw County",441.5302858,0.316,34445,13977,1,0.3558895441,500.35739814,0.299,37374,13913,1,0.2243635841,331.90736097,0.335,39057,13824,1,0.2235006472
"24","AL","Cullman County",201.19144998,0.284,39922,81289,0.7323955924,0.381339701,169.68185684,0.293,41543,82471,0.7323955924,0.5527945676,129.39228552,0.367,45796,83442,0.7323955924,0.4165360794
"25","AL","Dale County",395.76432401,0.278,41940,49484,0.5088853953,0.4796720463,362.59707652,0.288,40523,49226,0.5088853953,0.6030327755,436.72141878,0.32,45309,48956,0.5088853953,0.4638713657
"26","AL","Dallas County",781.8388057,0.342,26602,41711,0.4563897764,0.5883386581,774.10660419,0.298,30488,40008,0.4563897764,0.5540848927,924.56116843,0.269,34035,38310,0.4563897764,0.5963715199
"27","AL","DeKalb County",243.42882873,0.324,36241,71065,0.901306445,0.4024806986,331.15402921,0.32,37128,70900,0.901306445,0.4841299976,312.33068808,0.317,39491,71385,0.901306445,0.4503789956
"28","AL","Elmore County",178.7265317,0.297,54298,80977,0.5418836614,0.6806299888,275.58195577,0.296,54553,81799,0.5418836614,0.5359444157,238.67666368,0.264,60367,81887,0.5418836614,0.5173070376
"29","AL","Escambia County",564.87355523,0.334,37077,37733,0.6351157389,0.5611576503,483.08755195,0.32,35096,37728,0.6351157389,0.507085258,446.24531575,0.324,38418,36748,0.6351157389,0.4813017041
"30","AL","Etowah County",497.87069047,0.325,39904,103531,0.3748348176,0.4396916595,544.1552701,0.342,40972,102564,0.3748348176,0.4363592837,603.96261974,0.341,44903,102501,0.3748348176,0.4949439816
"31","AL","Fayette County",173.67964001,0.305,35664,16874,0.8023316513,0.2744040369,178.61325837,0.366,38403,16546,0.8023316513,0.455774027,NA,0.337,39254,16433,0.8023316513,0.3416275158
"32","AL","Franklin County",380.01600067,0.348,33881,31601,0.7036651527,0.5883800151,345.32343896,0.377,37049,31628,0.7036651527,0.4733156699,264.23443643,0.381,39388,31363,0.7036651527,0.5814723694
"33","AL","Geneva County",320.10719869,0.305,34425,26712,0.8964165733,0.2742814483,342.51675354,0.293,36976,26614,0.8964165733,0.2767450541,413.57112113,0.368,37823,26314,0.8964165733,0.2020530049
"34","AL","Greene County",1113.408621,0.331,26504,8553,1,0.1515754561,886.35901606,0.315,26559,8422,1,0.0589275843,669.34404284,0.183,28524,8233,1,0.0622443339
"35","AL","Hale County",169.63799891,0.353,33315,15184,0.8916878173,0.5830583756,193.92999127,0.335,35381,14952,0.8916878173,0.2989847716,208.55807264,0.278,34724,14726,0.8916878173,0.2989847716
"36","AL","Henry County",318.19663018,0.288,39930,17190,0.8775286094,0.3151658768,278.33313732,0.31,41426,17164,0.8775286094,0.4943937117,197.37229718,0.354,46027,17209,0.8775286094,0.2530921281
"37","AL","Houston County",442.1942038,0.305,40124,104193,0.3380405133,0.5347671522,389.82969074,0.293,42910,104056,0.3380405133,0.6499748885,487.78848416,0.306,47993,104722,0.3380405133,0.6654455572
"38","AL","Jackson County",273.54559623,0.32,36923,52665,0.7701730325,0.3656602852,360.98518605,0.316,41407,52138,0.7701730325,0.4678452665,316.98494808,0.291,41929,51736,0.7701730325,0.4719033573
"39","AL","Jefferson County",717.39617901,0.283,44852,660793,0.0983376515,0.776535159,796.83962487,0.284,50109,659521,0.0983376515,0.8194895408,872.75002018,0.301,55013,659300,0.0983376515,0.7862774995
"40","AL","Lamar County",49.735336957,0.331,34553,14086,1,0.2168360341,162.21172156,0.339,38358,13918,1,0.180032958,162.21172156,0.365,40936,13844,1,0.103131008
"41","AL","Lauderdale County",179.55830807,0.296,41324,93096,0.4929510619,0.6265734718,268.10950497,0.305,44124,92318,0.4929510619,0.5611752904,268.60320916,0.285,48707,92387,0.4929510619,0.6549202343
"42","AL","Lawrence County",194.21076259,0.349,41574,33477,0.9128978712,0.4887736975,263.92961877,0.368,43107,33244,0.9128978712,0.2815748857,260.45300219,0.364,43909,32957,0.9128978712,0.4898511896
"43","AL","Lee County",218.24356264,0.232,41256,154255,0.2740949896,0.6272433635,274.74506334,0.246,47749,158991,0.2740949896,0.5933388949,415.63740099,0.213,48937,163941,0.2740949896,0.6774904276
"44","AL","Limestone County",123.57255815,0.316,51175,90787,0.5760914208,0.5280737358,143.26269477,0.304,52181,92753,0.5760914208,0.5277596579,160.12374188,0.293,64863,96174,0.5760914208,0.6096736005
"45","AL","Lowndes County",554.47233731,0.308,30675,10580,1,0.0154880963,610.99796334,0.306,32011,10358,1,0.0486768741,671.01922379,0.337,33973,9974,1,0.0486768741
"46","AL","Macon County",625.44730373,0.311,28518,19425,0.5554726832,0.4785567779,736.55048855,0.324,30681,18963,0.5554726832,0.4740816707,734.31241656,0.323,32495,18439,0.5554726832,0.3133973522
"47","AL","Madison County",542.894619,0.246,58833,350299,0.1644151477,0.8221324867,583.71614282,0.227,61193,356967,0.1644151477,0.714555376,610.72315915,0.22,63755,366519,0.1644151477,0.6931343355
"48","AL","Marengo County",402.99274292,0.347,32977,20110,0.6931564179,0.5462500594,481.29146543,0.336,34794,19673,0.6931564179,0.4631188472,449.41524948,0.324,37733,19066,0.6931564179,0.429352737
"49","AL","Marion County",225.98014835,0.357,37707,30271,0.8885495191,0.4915843514,289.67060941,0.334,36386,29998,0.8885495191,0.4287431765,295.8973336,0.313,37887,29763,0.8885495191,0.4703340265
"50","AL","Marshall County",227.86064175,0.316,36536,94636,0.5326868704,0.6470506026,212.398559,0.306,42117,95157,0.5326868704,0.6248830884,286.26908241,0.362,46233,96109,0.5326868704,0.5441898967
"51","AL","Mobile County",597.08341216,0.296,42943,415123,0.2002024252,0.6947374283,549.79582805,0.298,45233,414836,0.2002024252,0.725493472,548.14738002,0.306,43598,413757,0.2002024252,0.7021758291
"52","AL","Monroe County",540.43172597,0.321,34733,21947,0.790445639,0.5344633258,488.23584116,0.323,36639,21530,0.790445639,0.5571787758,492.30914187,0.337,39556,21067,0.790445639,0.515432634
"53","AL","Montgomery County",367.49740904,0.28,43054,226189,0.1049123006,0.758291442,407.71199573,0.262,45111,226349,0.1049123006,0.7486517006,531.7145579,0.287,49640,225763,0.1049123006,0.7378478656
"54","AL","Morgan County",232.78424401,0.305,45082,119607,0.3859737217,0.7123776048,191.5230244,0.291,46843,119012,0.3859737217,0.6063101515,180.73324863,0.266,52797,119089,0.3859737217,0.592292242
"55","AL","Perry County",NA,0.326,27403,9826,1,0.7835898404,NA,0.347,25221,9574,1,0.532433198,381.4147018,0.346,26814,9140,1,0.5272401095
"56","AL","Pickens County",225.53236127,0.336,31933,20365,1,0.0127114352,221.07982846,0.291,35968,20324,1,0.0588473615,166.21551028,0.255,37586,19938,1,0.0588473615
"57","AL","Pike County",440.39069523,0.285,31844,33389,0.5167938235,0.602693091,448.1292858,0.273,35172,33286,0.5167938235,0.6199276574,564.40203486,0.278,37259,33338,0.5167938235,0.5141797623
"58","AL","Randolph County",307.52317566,0.306,36939,22539,0.8134246934,0.269235805,182.454683,0.299,40283,22652,0.8134246934,0.3246628551,196.49835515,0.342,40546,22725,0.8134246934,0.4066687034
"59","AL","Russell County",457.74493121,0.311,35585,59608,0.354089939,0.7179632463,441.38804166,0.308,38617,58172,0.354089939,0.6646457779,504.99623939,0.315,39104,57781,0.354089939,0.6434925492
"60","AL","St. Clair County",183.49351035,0.286,50571,86697,0.7279676528,0.6813728422,176.38229402,0.3,57856,88019,0.7279676528,0.4974339957,299.39947706,0.307,57284,88690,0.7279676528,0.4233249196
"61","AL","Shelby County",176.94176574,0.236,69432,206655,0.2294487018,0.7348745419,180.18195424,0.243,74212,210622,0.2294487018,0.8808416844,263.62287755,0.25,75663,215707,0.2294487018,0.8369838788
"62","AL","Sumter County",437.39343169,0.312,25413,13166,1,0.1963961346,486.78543212,0.308,26814,13040,1,0.1830996149,435.48017419,0.376,27859,12691,1,0.3632202281
"63","AL","Talladega County",301.65607159,0.341,39999,81322,0.5581533825,0.6611901666,368.83167863,0.336,40555,80103,0.5581533825,0.6835012334,468.57277443,0.349,41630,79828,0.5581533825,0.4802104726
"64","AL","Tallapoosa County",423.05314198,0.322,36779,41165,0.7422625913,0.6557814302,478.28535516,0.333,40169,40727,0.7422625913,0.6845684352,638.9143409,0.3,42205,40497,0.7422625913,0.688052672
"65","AL","Tuscaloosa County",432.29772274,0.282,46892,202212,0.2550807578,0.7571202532,415.36915872,0.275,47483,206102,0.2550807578,0.6847618363,401.7177234,0.3,52557,208911,0.2550807578,0.7566065264
"66","AL","Walker County",297.1213569,0.338,37245,65471,0.7408799964,0.4750309595,414.89561592,0.331,39511,64967,0.7408799964,0.5299673246,449.85017832,0.357,45434,63711,0.7408799964,0.4398490071
"67","AL","Washington County",290.53758949,0.333,41321,16834,1,0.1046584381,264.34305855,0.321,37575,16756,1,0.1355440532,243.10453495,0.341,44424,16378,1,0.1828678687
"68","AL","Wilcox County",215.53582205,0.323,24035,11098,1,0.2585261354,418.67954911,0.341,24216,10986,1,0.057412168,644.66684699,0.368,25385,10627,1,0.057412168
"69","AL","Winston County",217.65450069,0.306,35528,24150,0.8489217448,0.7649485378,242.52341228,0.306,38644,23805,0.8489217448,0.7381555301,107.48016191,0.322,41156,23660,0.8489217448,0.7637232478
"70","AK","Alaska",614.85588105,0.2027099182,70898,736732,0.3398021207,0.6699440041,626.51107673,0.193,76144,741894,0.3398021207,0.8388651016,720.26327144,0.2,74912,737438,0.3398021207,1
"71","AK","Aleutians East Borou",NA,0.29,55462,3360,1,0.3113658071,NA,0.269,63991,3296,1,0.6892709328,NA,NA,NA,NA,NA,NA
"72","AK","Aleutians West Censu",317.348378,0.239,68387,5750,1,NA,291.56755927,0.252,78151,5647,1,0.8955223881,NA,NA,NA,NA,NA,NA
"73","AK","Anchorage Borough",823.15603588,0.182,75200,301010,0.0411717942,0.8858566406,836.31142877,0.174,83959,298192,0.0411717942,0.9037817055,1006.6571953,0.176,82113,291538,0.0411717942,1
"74","AK","Bethel Census Area",NA,0.267,45808,17868,0.7393757715,0.0665961324,NA,0.276,46634,17968,0.7393757715,0.9566801857,NA,0.313,44304,18216,0.7393757715,1
"75","AK","Bristol Bay Borough",130.97576948,0.229,75364,957,1,0.0541624875,67.294751009,0.246,68026,898,1,0.5947843531,0,0.288,77257,877,1,1
"76","AK","Denali Borough",NA,0.176,69692,1921,1,0.3504928806,NA,0.164,72378,1953,1,0.6834611172,NA,0.181,75477,2059,1,1
"77","AK","Dillingham Census Ar",NA,0.255,51082,4988,1,0.5236228595,NA,0.229,52250,4954,1,0.786259542,NA,NA,NA,NA,NA,NA
"78","AK","Fairbanks North Star",NA,0.197,67801,99357,0.3087076378,0.6487123518,NA,0.185,73427,100605,0.3087076378,0.8715118722,NA,NA,NA,NA,NA,NA
"79","AK","Haines Borough",413.83876842,0.198,67260,2566,1,0.2296650718,193.67333764,0.192,53471,2496,1,0.9996012759,155.82391897,0.208,58943,2474,1,1
"80","AK","Juneau Borough",425.49632526,0.163,80835,32406,0.2154436451,1,444.72874593,0.15,82011,32468,0.2154436451,1,714.15574964,0.16,79173,32113,0.2154436451,1
"81","AK","Kenai Peninsula Boro",NA,0.237,62532,57477,0.7933754513,0.5869855596,NA,0.207,68501,58506,0.7933754513,0.8076895307,NA,NA,NA,NA,NA,NA
"82","AK","Ketchikan Gateway Bo",351.60881475,0.217,57776,13787,0.2318765304,0.8131631669,363.37209302,0.214,67125,13746,0.2318765304,1,NA,NA,NA,NA,NA,NA
"83","AK","Kodiak Island Boroug",NA,0.199,67972,13986,0.3131989406,0.9861683343,NA,0.204,74683,13732,0.3131989406,0.9861683343,NA,NA,NA,NA,NA,NA
"84","AK","Lake and Peninsula B",NA,0.233,45570,1631,1,0.1698344574,NA,0.241,44310,1562,1,0.4708767627,NA,NA,NA,NA,NA,NA
"85","AK","Matanuska-Susitna Bo",NA,0.218,73981,97882,0.5029383673,0.3791448958,NA,0.206,71793,104365,0.5029383673,0.6252036631,NA,NA,NA,NA,NA,NA
"86","AK","Nome Census Area",NA,0.269,47160,9817,0.6605562579,0.0593131058,NA,0.263,55974,9917,0.6605562579,0.5462494732,NA,0.249,55318,10008,0.6605562579,1
"87","AK","North Slope Borough",813.43387795,0.253,75682,9703,0.5933191941,0.0597030753,769.41655453,0.288,74998,9606,0.5933191941,0.6471898197,809.23663729,0.354,89276,9872,0.5933191941,1
"88","AK","Northwest Arctic Bor",NA,0.263,65192,7717,0.5746377775,0.0188754486,NA,0.257,53692,7673,0.5746377775,0.2181310647,NA,NA,NA,NA,NA,NA
"89","AK","Prince of Wales-Oute",NA,0.29,43245,6396,1,0.0156502968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","AK","Sitka Borough",226.11016384,0.173,65765,8900,0.2087602747,0.8861614683,91.898250257,0.177,72795,8830,0.2087602747,1,100.63174372,0.175,71825,8647,0.2087602747,1
"91","AK","Skagway-Hoonah-Angoo",NA,0.2,57495.976267,3118,1,0.6327774214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","AK","Southeast Fairbanks",NA,0.209,59641,6931,1,0.1062740077,NA,0.201,59412,6876,1,0.3324797268,NA,NA,NA,NA,NA,NA
"93","AK","Valdez-Cordova Censu",343.60628007,0.231,73998,9488,1,0.6756953093,368.26599327,0.203,69755,9355,1,0.7617268576,NA,NA,NA,NA,NA,NA
"94","AK","Wade Hampton Census",NA,0.276,30877,8010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","AK","Wrangell-Petersburg",266.3858258,0.208,54748.907314,5524,1,0.9277166882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","AK","Yakutat Borough",NA,0.247,52595,635,1,1,NA,0.253,57687,601,1,1,NA,0.23,59523,604,1,1
"97","AK","Yukon-Koyukuk Census",NA,0.252,36708,5547,1,0.1873657838,NA,0.27,37906,5526,1,0.3353614889,NA,NA,NA,NA,NA,NA
"98","AZ","Arizona",416.20310189,0.2061931485,50036,6731484,0.1019017941,0.8579320111,414.95401395,0.202,53481,6931071,0.1019017941,0.8625743642,435.48955521,0.218,59079,7171646,0.1019017941,0.8514450134
"99","AZ","Apache County",94.218863759,0.218,32366,71828,0.7406107553,0.2213848262,116.13703244,0.238,34040,73112,0.7406107553,0.2346542129,108.96799672,0.272,33652,71818,0.7406107553,0.1929444336
"100","AZ","Cochise County",607.58200422,0.23,45025,127448,0.3630106741,0.7280313066,465.15710023,0.215,45151,125770,0.3630106741,0.5786548505,333.03112998,0.247,49164,126770,0.3630106741,0.5966607282
"101","AZ","Coconino County",376.42234046,0.163,48653,137682,0.3146606557,0.8172904531,337.32185418,0.162,53643,140908,0.3146606557,0.8322434739,357.25313629,0.17,60187,142854,0.3146606557,0.828761875
"102","AZ","Gila County",338.94041401,0.258,37677,53119,0.4106199974,0.8179562289,348.70438285,0.254,40747,53556,0.4106199974,0.9491389443,574.25517398,0.271,43585,53889,0.4106199974,0.9150698733
"103","AZ","Graham County",879.13658781,0.234,46046,37957,0.4643739925,0.4328318109,430.86101181,0.263,46714,37599,0.4643739925,0.5791241268,108.85999395,0.233,50157,38072,0.4643739925,0.5559914025
"104","AZ","Greenlee County",632.18390805,0.242,59416,9346,0.4656868555,0.4328552803,616.0280321,0.214,61110,9613,0.4656868555,0.5339575679,40.783034258,0.223,65818,9483,0.4656868555,0.461419936
"105","AZ","La Paz County",399.43353063,0.303,32533,20231,0.5632778564,0.3330567622,358.63138509,0.288,34285,20317,0.5632778564,0.2782956708,264,0.396,37350,21098,0.5632778564,0.3905998341
"106","AZ","Maricopa County",398.4543444,0.196,53929,4087191,0.0236379969,0.9302020347,402.51209656,0.19,58742,4242997,0.0236379969,0.9221430729,408.91278239,0.204,65234,4410824,0.0236379969,0.9160261527
"107","AZ","Mohave County",193.33130404,0.317,37704,203361,0.2296364381,0.6467685053,197.76363528,0.301,42003,205249,0.2296364381,0.6545862348,221.32486208,0.322,45129,209550,0.2296364381,0.5857052941
"108","AZ","Navajo County",375.08961842,0.241,35457,108101,0.5413824233,0.4694506231,339.58687713,0.259,37440,110026,0.5413824233,0.574291059,280.6343814,0.289,40650,110445,0.5413824233,0.5634766261
"109","AZ","Pima County",446.62246384,0.181,45871,1004516,0.0752349114,0.8576218831,450.36612821,0.181,47644,1016206,0.0752349114,0.8745000066,470.11635898,0.198,53395,1039073,0.0752349114,0.8784632287
"110","AZ","Pinal County",214.75643144,0.261,49876,401918,0.2190462251,0.6972882348,205.53973596,0.252,52642,418540,0.2190462251,0.7619022274,220.88403588,0.285,58848,447138,0.2190462251,0.6604864678
"111","AZ","Santa Cruz County",127.71392082,0.189,37465,46695,0.2688317166,0.3924293547,110.79152019,0.19,39090,45985,0.2688317166,0.6367355546,140.32005827,0.203,40545,46511,0.2688317166,0.666617461
"112","AZ","Yavapai County",332.10586089,0.202,44145,218844,0.3319717769,0.8958930594,289.4236037,0.219,49824,225562,0.3319717769,0.8787251283,299.58178042,0.232,48758,231993,0.3319717769,0.845303815
"113","AZ","Yuma County",351.56408264,0.276,39700,203247,0.1042957635,0.7723025681,376.01031001,0.282,42998,205631,0.1042957635,0.7890227892,330.44589467,0.263,44116,212128,0.1042957635,0.8355359615
"114","AR","Arkansas",484.46433287,0.3152422178,41335,2966369,0.4383967588,0.6133433793,469.85461088,0.323,44406,2988248,0.4383967588,0.6564172929,515.63349918,0.316,47094,3013825,0.4383967588,0.6352819249
"115","AR","Arkansas County",411.22738249,0.371,36409,18594,0.3470739787,0.4840948525,489.99663901,0.362,39726,18214,0.3470739787,0.4707923655,472.89628709,0.382,43887,17769,0.3470739787,0.4795204795
"116","AR","Ashley County",275.72549318,0.337,36176,20948,0.516816913,0.4385210269,286.01184462,0.408,41277,20492,0.516816913,0.4657026495,320.91965034,0.474,41127,20046,0.516816913,0.5006177642
"117","AR","Baxter County",99.972807396,0.316,37873,40857,0.6584202539,0.7202803941,123.21660182,0.35,40147,41062,0.6584202539,0.7380338689,182.38793547,0.298,39686,41619,0.6584202539,0.651193602
"118","AR","Benton County",270.48874055,0.248,57408,242321,0.2516004861,0.8257966287,243.89090539,0.264,64072,258291,0.2516004861,0.7630196215,274.52575313,0.238,68978,272608,0.2516004861,0.7730449672
"119","AR","Boone County",293.24186118,0.328,39779,37196,0.6219819527,0.4802319595,370.92517298,0.342,39881,37304,0.6219819527,0.6306804325,551.20743862,0.302,44482,37480,0.6219819527,0.5395767282
"120","AR","Bradley County",263.93228772,0.367,32734,11148,0.4959158846,0.6425964546,252.38444607,0.376,34114,10996,0.4959158846,0.7069864442,261.40255994,0.408,37729,10897,0.4959158846,0.6699687174
"121","AR","Calhoun County",132.92821876,0.357,39493,5202,1,0.043219076,178.56004081,0.337,33507,5144,1,0.0801043219,211.17296986,0.371,44969,5277,1,0.1058122206
"122","AR","Carroll County",240.58223318,0.33,36964,27744,0.7283392844,0.4558769948,243.08062575,0.334,37145,27646,0.7283392844,0.5013845369,336.59124863,0.335,45023,28223,0.7283392844,0.522444072
"123","AR","Chicot County",494.63092923,0.38,29541,11180,0.5427966102,0.0950847458,463.57036648,0.335,29527,10945,0.5427966102,0.3030508475,366.78138018,0.356,31787,10438,0.5427966102,0.2942372881
"124","AR","Clark County",390.68717533,0.318,38504,22576,0.5437703849,0.654577082,306.33232681,0.354,37247,22657,0.5437703849,0.6704500978,329.47836278,0.383,45408,22061,0.5437703849,0.6687975647
"125","AR","Clay County",87.105304091,0.403,33826,15118,0.5885717839,0.1557545234,174.6031746,0.356,36037,14920,0.5885717839,0.3227631661,221.23893805,0.319,37687,14847,0.5885717839,0.5217931978
"126","AR","Cleburne County",221.41165931,0.389,40555,25634,0.7552175587,0.4797073546,248.26088081,0.444,42397,25264,0.7552175587,0.7127454755,367.18504555,0.343,44902,24965,0.7552175587,0.6579129765
"127","AR","Cleveland County",68.83628437,0.32,43201,8449,1,NA,50.241545894,0.333,45256,8241,1,0.0124295086,95.277794319,0.329,47600,8018,1,0.0124295086
"128","AR","Columbia County",323.91846471,0.345,37495,23933,0.5748615184,0.5266373412,270.2962282,0.361,35322,23901,0.5748615184,0.5990957967,316.84489192,0.343,40909,23537,0.5748615184,0.4173183447
"129","AR","Conway County",262.26232477,0.326,42348,21083,0.7051661731,0.2575565271,236.38441428,0.339,41892,20937,0.7051661731,0.3836318338,210.99547189,0.383,44565,20891,0.7051661731,0.4291355239
"130","AR","Craighead County",368.58155215,0.338,42851,102518,0.3216822372,0.5895814108,374.03718525,0.335,44091,105835,0.3216822372,0.7014091225,431.20608197,0.34,45615,108558,0.3216822372,0.6456663521
"131","AR","Crawford County",354.33999485,0.328,43466,61697,0.519613224,0.63774456,324.31850016,0.297,42941,62267,0.519613224,0.6797313876,380.19415898,0.31,47363,63406,0.519613224,0.7444953832
"132","AR","Crittenden County",1764.4827541,0.344,35455,49548,0.20887195,0.6330399591,1357.3573574,0.367,37627,49235,0.20887195,0.7155710974,1274.2625512,0.378,42606,48342,0.20887195,0.7301677734
"133","AR","Cross County",331.32922584,0.355,38597,17227,0.567879127,0.3860660325,521.31537691,0.39,40970,17037,0.567879127,0.4967543369,664.31748599,0.365,41214,16676,0.567879127,0.4972579743
"134","AR","Dallas County",364.81390392,0.375,34018,7755,0.5263676688,0.3607688517,438.28526109,0.368,33679,7469,0.5263676688,0.2843765402,597.36380754,0.446,37259,7182,0.5263676688,0.1848201084
"135","AR","Desha County",830.78582989,0.349,33028,12264,0.3141912669,0.3385608856,669.96687386,0.353,32392,11876,0.3141912669,0.6357626076,730.14190661,0.368,36132,11512,0.3141912669,0.5986316113
"136","AR","Drew County",421.94092827,0.318,36801,18622,0.4860878492,0.5320114539,395.65845052,0.345,40441,18651,0.4860878492,0.3912691123,361.86573717,0.301,42494,18328,0.4860878492,0.3998595278
"137","AR","Faulkner County",299.60914229,0.303,51436,120768,0.387602992,0.7061737771,314.2861932,0.312,50909,122227,0.387602992,0.6309333522,361.23582836,0.302,53882,124806,0.387602992,0.5517807784
"138","AR","Franklin County",304.57039062,0.334,40404,17805,0.8260413793,0.6469517241,330.65484437,0.365,40091,17626,0.8260413793,0.5821793103,427.00227547,0.37,43696,17810,0.8260413793,0.6589793103
"139","AR","Fulton County",208.52515842,0.329,33347,12125,0.92919559,0.2744793793,181.05172134,0.32,33451,12123,0.92919559,0.452837893,183.62849914,0.299,35630,12269,0.92919559,0.4432013067
"140","AR","Garland County",490.92731864,0.284,40621,97322,0.3690327418,0.9005144547,478.15700724,0.342,42087,97477,0.3690327418,0.8722819295,644.64141821,0.349,43610,99154,0.3690327418,0.7800237441
"141","AR","Grant County",220.79150973,0.327,46067,18144,0.7502940682,0.2074721335,221.72949002,0.344,54411,18082,0.7502940682,0.1298941354,254.38256926,0.39,52050,18188,0.7502940682,0.2658376743
"142","AR","Greene County",295.96482964,0.386,42572,43694,0.4150629603,0.6915894512,313.8688383,0.372,45208,44598,0.4150629603,0.4386315039,379.01637852,0.334,46512,45325,0.4150629603,0.401164172
"143","AR","Hempstead County",592.50764526,0.355,33136,22327,0.5576982618,0.4949798753,619.02499852,0.381,38769,21974,0.5576982618,0.6308107391,628.47746266,0.364,38682,21741,0.5576982618,0.6369145031
